Predicted Label,Actual Label,Message,Reasoning,Sha,Source,ParentSha,Parent2Sha,IsMerge,AuthorId,AuthorDateUtc,CommitterId,CommitterDateUtc,Work Items,Total Files,Modified Files,Added Files,Deleted Files,Total Lines,Net Lines,Added Lines,Deleted Lines,Has Added Files,Has Deleted Files,DayOfWeek,Month,Quarter,Year,Hour,TimeOfDay,Is Weekend,Message Length,Word Count
False,FALSE,Merge pull request #2836 from AbhitejJohn/fixtypo,The commit message does not explicitly mention a bugfix further context needed,b611a4a5401468b7734d2b009e23889bae3818d3,dotnetinteractive,d8b80c3010319df99c115b8b0eaf622e9ced603d,340acfc3d824d5a6c4238cc20e6caf4552a67b1c,True,87,2023-03-14 18:39:02-04:00,2,2023-03-14 22:39:02,1,2,2,0,0,188,0,2,2,False,False,Tuesday,March,1,2023,18,Afternoon,False,49,6
False,FALSE,Publish nugets to temporary myget feed (#3400),This command is likely for publishing artifacts and not related to fixing bugs directly.,0a90bbb49da69765c2ff870078fdabfb20783a58,mlnet,243ff026e4465a2553f9b21ace367c0c2f7e8b72,,False,65,2019-04-18 14:57:57-04:00,7,2019-04-18 18:57:57,1,1,1,0,0,264,0,7,7,False,False,Thursday,April,2,2019,14,Afternoon,False,46,7,
False,FALSE,Bump the master branch to 0.6 (#782),"Even though the commit is on the master branch, it lacks context to determine if it's a bug fix.",40aab06bccc53ac1e5b53b0bdab3a495285af3ef,mlnet,cc2497dc70903eb0cdce98543a23a04d5b6a748a,,False,10,2018-08-30 14:23:18-04:00,7,2018-08-30 18:23:18,1,1,1,0,0,8,0,1,1,False,False,Thursday,August,3,2018,14,Afternoon,False,36,7,
False,FALSE,Added documentation regarding TextLoader's hasHeader field (#4655),The statement indicates adding documentation related to a code feature rather than fixing a bug.,d6e64cb40ad5e6e8ae3f47260b7142d1a5cb86e7,mlnet,2fee4a37efc35c083866674c64a49ac4744ac9ec,,False,138,2020-02-07 16:03:32-05:00,7,2020-02-07 21:03:32,1,2,2,0,0,1819,20,25,5,False,False,Friday,February,1,2020,16,Afternoon,False,66,7,
False,FALSE,Update README.md for 0.5,Updating documentation does not directly fix code bugs,5a25ed1df8d618ae315aaa55e520dfaa50d94c01,mlnet,40c03f77e553cabe6ddaf086a0d6ae99857043bf,,False,10,2018-09-05 16:15:36-04:00,7,2018-09-05 20:15:36,0,1,1,0,0,102,0,1,1,False,False,Wednesday,September,3,2018,16,Afternoon,False,24,4,
False,FALSE,Added reference to ImageAnalytics nuget so that the image transforms/learners will be packaged. (#662),The commit is related to package management rather than fixing a bug.,57ceafa95188873e33c0c8ae5b9a9eed9c99cb91,mlnet,4b60064e2a3e742fad85af8e272d54b497354d7e,,False,58,2018-08-08 13:28:13-04:00,26,2018-08-08 17:28:13,1,1,1,0,0,19,1,1,0,False,False,Wednesday,August,3,2018,13,Afternoon,False,102,14,
False,FALSE,Polish standard trainers' catalog (Just rename some variables) (#3029),Renaming variables does not typically address a bug.,77be9d9f5cfd64812d6474dadb76921d8f42aa5b,mlnet,a2d7987e8d334b6137c494d6407b782d79f4d3c0,,False,66,2019-03-20 23:59:46-04:00,7,2019-03-21 03:59:46,1,20,20,0,0,9655,1,149,148,False,False,Wednesday,March,1,2019,23,Evening,False,70,9,
False,FALSE,add InternalsVisibleTo to a couple of projects (#3719),InternalsVisibleTo typically used for debugging purposes and not direct bugfixing,36e100b4b8786d64605a42cbd1b3ccee48ff0be0,mlnet,b57769ec5aa526dbb89ccfc86314c1af3d25d76a,,False,51,2019-05-16 14:48:01-04:00,7,2019-05-16 18:48:01,1,2,2,0,0,41,2,2,0,False,False,Thursday,May,2,2019,14,Afternoon,False,54,8,
False,FALSE,Create links to detail sections (#1149),The description refers to improving navigation or documentation rather than fixing a bug.,20761a3575eee232798f962868d4fd714334ccac,mlnet,eba2751b453d6ba23e633c705a7f9c020ca7e18c,,False,71,2018-10-04 13:32:02-04:00,43,2018-10-04 17:32:02,1,1,1,0,0,153,0,6,6,False,False,Thursday,October,4,2018,13,Afternoon,False,39,6,
False,FALSE,Rename NameEntity to NamedEntity (#6917),Renaming typically indicates codebase restructuring or clarity improvement instead of fixing a bug.,a60be5f215216d1e1c8065f604d1ed9caa284375,mlnet,b8f71b9c661b5dea98ce756a9784ee1626d5dd38,,False,167,2023-12-21 13:08:50-05:00,7,2023-12-21 18:08:50,1,5,5,0,0,1385,43,59,16,False,False,Thursday,December,4,2023,13,Afternoon,False,40,5,
False,FALSE,Data catalog done (#3021),Completion of data catalog implies organizing or categorizing information rather than fixing bugs,c8a4c7dec32a294fef99425364874c9f16a7f559,mlnet,807d813050796129a76837a6e2ea17a4939435b0,,False,43,2019-03-20 13:21:11-04:00,7,2019-03-20 17:21:11,1,4,3,1,0,731,134,154,20,True,False,Wednesday,March,1,2019,13,Afternoon,False,25,4,
False,FALSE,Adding more metrics to BinaryClassification Experiment (#6571),The commit suggests enhancement of functionality rather than fixing a bug.,f5776b09c195c6e2f4af9b83471cfd88fd198da8,mlnet,db197154dcd924ae9a7e31074a835b86e34e33bb,,False,191,2023-03-09 18:33:38-05:00,7,2023-03-09 23:33:38,1,3,3,0,0,1418,-6,50,56,False,False,Thursday,March,1,2023,18,Afternoon,False,62,7,
False,FALSE,Update dependencies from https://github.com/dotnet/arcade build 20240112.5 (#6957),Updating dependencies usually does not fix a bug unless specified,e46b80889c844bebef1ad8ad656434eb1e0dd4cf,mlnet,b824ed2a09cd7acf93191eb3adda6a6cf4b01ed9,,False,188,2024-01-17 16:51:50-05:00,7,2024-01-17 21:51:50,1,10,10,0,0,2017,17,39,22,False,False,Wednesday,January,1,2024,16,Afternoon,False,82,7,
False,FALSE,[main] Update dependencies from dotnet/arcade (#6148),Updating dependencies typically relates to code maintenance or security rather than fixing a bug,dc313cf32fde1f7df93e498df40bda2e74a330cd,mlnet,43f267ce1328de10654ae123e27da2f004bf447b,,False,188,2022-04-04 16:39:54-04:00,7,2022-04-04 20:39:54,1,3,3,0,0,225,0,16,16,False,False,Monday,April,2,2022,16,Afternoon,False,53,6,
False,FALSE,Increment build version to 1.3 for release and 0.15 for preview. (#3956),Updating version numbers does not indicate fixing a bug,541d268171a0bc85d33afcb81af30e08a126cf6c,mlnet,1c1d3a491acd006f326a19b9efe8ea302124239e,,False,25,2019-07-02 16:46:19-04:00,7,2019-07-02 20:46:19,1,1,1,0,0,38,0,2,2,False,False,Tuesday,July,3,2019,16,Afternoon,False,72,12,
False,FALSE,Added onnx export status for all estimators and trainers (#4593),Exporting model states functionality is not directly related to fixing a bug.,4ec2f9c6dc08e8079338546b31f260d0715db45c,mlnet,81b04c97054c780e6d99104a4691872e3783b82e,,False,118,2019-12-26 13:12:46-05:00,7,2019-12-26 18:12:46,1,75,75,0,0,47858,48,85,37,False,False,Thursday,December,4,2019,13,Afternoon,False,64,10,
False,FALSE,Rename DataView Metadata to Annotations. (#2712),Aren't renaming items usually a refactor or feature enhancement rather than fixing bugs.,d6a4b1dd79e13c9a749ad9fdeb1c6ea2f4f547a6,mlnet,0a618ad1528027669d956ca7a80b685698bf53db,,False,4,2019-02-26 13:16:55-05:00,7,2019-02-26 18:16:55,1,160,160,0,0,98927,-3,1254,1257,False,False,Tuesday,February,1,2019,13,Afternoon,False,48,6,
False,FALSE,Load TransformerChain model file in ModelFileUtils (#4110),This seems like an implementation detail rather than a fix.,ec9d92cc35547d38d79208c9da1bdbb883996d1a,mlnet,d6f78038b294c1edf46bf8e1cb591b8354550cd6,,False,63,2019-08-20 19:22:46-04:00,40,2019-08-20 23:22:46,1,3,3,0,0,6675,105,106,1,False,False,Tuesday,August,3,2019,19,Evening,False,58,7,
False,FALSE,Release notes for 3.0 (#6888),Release notes typically summarize new features or changes without specifically indicating a bugfix.,d96d7b741eadb5c8ba65e14c912cea48ce311f36,mlnet,db08da61b89e2117c7608a310ebf426679f5b2dd,,False,117,2023-11-22 14:35:14-05:00,7,2023-11-22 19:35:14,1,1,0,1,0,135,135,135,0,True,False,Wednesday,November,4,2023,14,Afternoon,False,29,5,
False,FALSE,Mark Microsoft.Extensions.ML as a stable package. (#4356),"This commit addresses versioning and packaging, not fixing code issues.",eacddd89634319b7d7a3ebeb9fd7b8d02d605499,mlnet,db001f57c561311b6b56f16696b4fdf4c7d12d3f,,False,4,2019-10-22 13:01:59-04:00,7,2019-10-22 17:01:59,1,2,2,0,0,57,2,2,0,False,False,Tuesday,October,4,2019,13,Afternoon,False,57,7,
False,FALSE,Update locker.yml (#7133),The commit message mentions updating configuration but it doesn't suggest a bug fix,fac1e1018b732ec5a53726617d7727ddd051a11d,mlnet,59d075239c8d642eab1c5a059e94c149f11e737b,,False,224,2024-04-17 20:29:47-04:00,7,2024-04-18 00:29:47,1,1,1,0,0,37,1,2,1,False,False,Wednesday,April,2,2024,20,Evening,False,25,3,
False,FALSE,[main] Update dependencies from dotnet/arcade (#6126),Updating dependencies typically relates to maintenance rather than fixing a bug.,0f649910af439a7acb5142c811b366d9b6acd630,mlnet,23c45aab869764faf299c2f8ae523eeede7536b2,,False,188,2022-03-14 12:53:03-04:00,7,2022-03-14 16:53:03,1,3,3,0,0,225,0,15,15,False,False,Monday,March,1,2022,12,Morning,False,53,6,
False,FALSE,Preparation for syncing sources with internal repo (#275),The commit message suggests preparation work or setup tasks rather than fixing a bug.,fbd4de0c9c723d11acdb00bbaf60db91f5580d6f,mlnet,9d19d0e7058e328ead93f549205e5c329324ec05,,False,26,2018-05-31 14:24:08-04:00,7,2018-05-31 18:24:08,1,1,1,0,0,309,10,11,1,False,False,Thursday,May,2,2018,14,Afternoon,False,57,8,
False,FALSE,Adding another handful transform's extensions (#1494),Extensions seem to be related to improving functionality or usability rather than fixing issues,d68388a1c9994a5b429b194b64b2b0782834cb78,mlnet,7fb76b026d0035d6da4d0b46bd3f2a6e3c0ce3f1,,False,43,2018-11-01 15:32:59-04:00,7,2018-11-01 19:32:59,1,7,3,4,0,430,182,196,14,True,False,Thursday,November,4,2018,15,Afternoon,False,53,6,
False,FALSE,Update documentation for MissingValues (#3386),Updating documentation is related to issue tracking and clarity but not directly fixing a code bug.,174e355fb2bab4b3829a70cec710268ab5a17c61,mlnet,c0832b53264e40e6f02a5740636dd7c17c4819fc,,False,26,2019-04-20 13:31:00-04:00,7,2019-04-20 17:31:00,1,4,4,0,0,1919,5,77,72,False,False,Saturday,April,2,2019,13,Afternoon,True,46,5,
False,FALSE,Adding a new ubuntu CI leg (#2516),The description suggests the addition of a Continuous Integration step rather than fixing an existing bug.,13f6ff9b7874567754e1a70ad075b95bd0e2fb5f,mlnet,25404b83df1b6bf9f548ee59396a87e43f0f9058,,False,19,2019-02-19 17:18:06-05:00,7,2019-02-19 22:18:06,1,6,5,1,0,624,61,69,8,True,False,Tuesday,February,1,2019,17,Afternoon,False,34,7,
False,FALSE,Update dependencies from https://github.com/dotnet/arcade build 20220406.10 (#6153),Updating dependencies is generally for security or compatibility rather than fixing a bug,ad7415d4565f971c63f0d7ea0a1a1daadd4a6437,mlnet,f1a2d4d3e758b66d4cc50322087b2190a15c2c0b,,False,188,2022-04-11 15:41:39-04:00,7,2022-04-11 19:41:39,1,7,7,0,0,962,90,197,107,False,False,Monday,April,2,2022,15,Afternoon,False,83,7,
False,FALSE,Renamed master to main (#5717),"Changing branch names is an organizational change, not related to software bugs.",17aec1e9afc50b0dc12a976768db72737631f541,mlnet,2c8afeb64ed92f838e804fc6f4995163a7c92e3f,,False,117,2021-03-17 18:53:20-04:00,7,2021-03-17 22:53:20,1,26,26,0,0,4824,0,191,191,False,False,Wednesday,March,1,2021,18,Afternoon,False,30,5,
False,FALSE,Enable MSML_TypeParamName for the full solution (#4762),Enabling an option or feature does not necessarily equate to fixing a bug.,be4b42d2ed308712f990bebda0e52a62ffe43e54,mlnet,ad9b2b0d7f07f7b0b37d1407acca8b42b02fea9c,,False,142,2020-02-01 16:40:52-05:00,7,2020-02-01 21:40:52,1,2,2,0,0,438,-3,2,5,False,False,Saturday,February,1,2020,16,Afternoon,True,55,7,
False,FALSE,Updated branch version (#5400),The commit message is too vague there's insufficient context to determine if it's a bug fix.,4960f9de83351b25874e58d1ca504c9a32aa1112,mlnet,5929292f4c45a330b2b2541bd59ff2138424a6ee,,False,118,2020-09-15 16:51:32-04:00,7,2020-09-15 20:51:32,1,1,1,0,0,40,0,2,2,False,False,Tuesday,September,3,2020,16,Afternoon,False,30,4
False,FALSE,Update description about key type and add one more reference (#3170),The commit message indicates updating documentation or code references rather than fixing a bug.,68640bb5099414dfcf375f3ede8b7bd6e549a93f,mlnet,a5f09772279b1f947072ff5ca28e27c76726e156,,False,66,2019-04-05 14:15:12-04:00,7,2019-04-05 18:15:12,1,1,1,0,0,569,-2,11,13,False,False,Friday,April,2,2019,14,Afternoon,False,68,11,
False,FALSE,Update name of DataFrame.WriteCsv to SaveCsv (#6349),Refactoring a method name does not imply fixing a bug.,07b8964e74cc53031000f375ef48b964778af2be,mlnet,d2e2f4fe1a55479d1854eb6c5bedc76a55e243e6,,False,201,2022-10-06 17:43:52-04:00,7,2022-10-06 21:43:52,1,2,2,0,0,1867,34,51,17,False,False,Thursday,October,4,2022,17,Afternoon,False,52,7,
False,FALSE,XML documentation for transforms (#3428),Documentation is related to clarity and usage of code rather than fixing a bug.,c30f0960c8d742ce5b8e642bf065f8e9aa8136f4,mlnet,1e097c2accd04dec532b3abc3cb2fc56b9f06a61,,False,60,2019-04-19 19:58:24-04:00,7,2019-04-19 23:58:24,1,6,6,0,0,2344,53,100,47,False,False,Friday,April,2,2019,19,Evening,False,40,5,
False,FALSE,Created DoubleParser.OptionFlags to be used internally by TextLoader (#5154),The commit message does not indicate fixing a bug but rather refactoring or adding an internal utility class.,bc9abda576374340e2fa37f968ee1eb7eab90211,mlnet,27141e338b8a977a9fd261a601765cc860febe6c,,False,132,2020-05-24 04:53:11-04:00,7,2020-05-24 08:53:11,1,42,42,0,0,35709,159,315,156,False,False,Sunday,May,2,2020,4,Night,True,76,9,
True,TRUE,Ensure all Microsoft.ML assemblies are loaded by the LearningPipeline API. (#1082),The commit message indicates a fix related to loading assemblies which could be part of resolving an issue in the code,0996878683564cbe20f63eff4a1fd8aa41916241,mlnet,8aa4f1fd5120c731d640060fa5e72dc03b8ae74a,,False,4,2018-09-28 12:30:59-04:00,53,2018-09-28 16:30:59,1,4,3,1,0,651,73,75,2,True,False,Friday,September,3,2018,12,Morning,False,82,11,
True,TRUE,TextLoader throws when type is missing LoadColumnAttribute (#3071),Specific issue mention suggests attempting to fix a known bug,909721e0cab3eb85b3e1cb4f010f6b086620517e,mlnet,0b977713f671859bee6b585fc1b0a59f70f0fa51,,False,22,2019-03-24 19:37:59-04:00,15,2019-03-24 23:37:59,1,2,2,0,0,2349,-4,4,8,False,False,Sunday,March,1,2019,19,Evening,True,66,8,
True,TRUE,Handle Indexed Pixel Format correctly in Image Resize transform. (#3601),Correct handling of a specific image format issue indicates addressing a known problem.,a819b46a371fab556842d4c6fee728710f22fa14,mlnet,c587f82b33e31e02c2ff817082716428c1d48c2e,,False,25,2019-04-26 16:41:06-04:00,7,2019-04-26 20:41:06,1,4,2,2,0,2615,12,15,3,True,False,Friday,April,2,2019,16,Afternoon,False,72,10,
True,FALSE,Converted Schema to a class (#1167),Schema conversion can imply fixing problems in data handling or structuring,8e77d0f0ce74cdb8b10fa545830972a4525d5dab,mlnet,bee7f171941007b29671b5435ad135608fcda930,,False,53,2018-10-15 21:40:56-04:00,7,2018-10-16 01:40:56,1,151,149,1,1,89239,206,1447,1241,True,True,Monday,October,4,2018,21,Evening,False,35,6,
True,TRUE,fixed typo (#3445),Mentioned as 'fixed' with specific commit identifier,d9872944149ff31a01e45dc1eb56bfa5c9d069c8,mlnet,d8e046278cc003457e9e974e24432c57d06da3af,,False,65,2019-04-20 00:49:31-04:00,10,2019-04-20 04:49:31,1,1,1,0,0,222,0,1,1,False,False,Saturday,April,2,2019,0,,True,18,3,
True,TRUE,Fix bounding checking error of SSE SumU intrinsic (#822),Directly mentions fixing an error in the code,40c03f77e553cabe6ddaf086a0d6ae99857043bf,mlnet,ff8e21b6850d42428a8b28f9f1355229dd916995,,False,57,2018-09-05 11:52:52-04:00,4,2018-09-05 15:52:52,1,1,1,0,0,1187,0,1,1,False,False,Wednesday,September,3,2018,11,Morning,False,56,9,
True,TRUE,Ensure BufferBlocks are completed and empty in RowShufflingTransformer. (#4479),The commit address a known issue ID suggesting the fix of a specific bug,1fa6cb589cf6abc2b8383ae94c14465bddc7fa25,mlnet,7ad0dee42128711756c85dfe54b8b788e0ca4190,,False,4,2019-11-22 15:18:41-05:00,7,2019-11-22 20:18:41,1,1,1,0,0,739,14,22,8,False,False,Friday,November,4,2019,15,Afternoon,False,79,9,
True,TRUE,Fixed xref formatting (#4647),The commit message clearly indicates fixing an issue with reference formatting,c3335b655ed496dad0bd2251c80748a349c47379,mlnet,712c3ec0745f45b93e394f8e333deaa5da4f2737,,False,138,2020-01-13 18:03:39-05:00,7,2020-01-13 23:03:39,1,1,1,0,0,992,0,2,2,False,False,Monday,January,1,2020,18,Afternoon,False,29,4,
True,FALSE,Update unix instructions for x-compiling on ARM (#5811),The commit message indicates changes were made due to issues with previous compilation process,7c34ab9a65bbf5be78ae5d9d54dbc8340828f602,mlnet,3c3b29828245a7b0aa7ce1a6f106cabbe7b7ce76,,False,177,2021-05-27 19:30:42-04:00,7,2021-05-27 23:30:42,1,1,1,0,0,79,3,4,1,False,False,Thursday,May,2,2021,19,Evening,False,55,8,
True,FALSE,Cumulative changes based on 0.6 bag bash (#1079),Mention of 'bug' and a commit reference suggests it could be related to fixing known issues,93fbd25578a99ec3c1e326467577f254b127c7bf,mlnet,0e7f8c97ab2b22d6d757e85bb55fc3fdaf8e4f36,,False,26,2018-09-28 12:22:22-04:00,53,2018-09-28 16:22:22,1,4,4,0,0,2123,21,59,38,False,False,Friday,September,3,2018,12,Morning,False,48,8,
True,FALSE,Add sample for stop words removing. (#2236),"The commit message suggests an addition of code to address a specific issue, indicated by the numbered comment which implies it's a continuation from a known problem or task.",8f3348d0f327287d1b445d6f607ecb0a42462941,mlnet,80b36f068a5a2ad39ad6c53d2dec35ab2b1363a1,,False,26,2019-01-25 12:57:34-05:00,7,2019-01-25 17:57:34,1,5,3,1,1,1068,124,147,23,True,True,Friday,January,1,2019,12,Morning,False,43,7,
True,FALSE,Refactoring clustering catalog samples line width to 85 (#3595),Changing parameters might be a response to an issue with varying line width in the past,4e2dba7ec6e3ec1d305c1b77db5f0ff492fc820a,mlnet,fabdabf867dc68481d519740a96b981bbeb63180,,False,60,2019-04-30 16:08:18-04:00,7,2019-04-30 20:08:18,1,4,4,0,0,481,84,164,80,False,False,Tuesday,April,2,2019,16,Afternoon,False,63,9,
True,FALSE,Key to binary samples for documentation (#3211),The commit mentions fixing issues which may imply addressing bugs in the code related to binary sample handling.,ad99bc739a6226528a99d3da2d21a9b02b2c4d80,mlnet,ee14339b0222ce9455b8adb03f75e3e5843294d1,,False,43,2019-04-09 16:17:48-04:00,7,2019-04-09 20:17:48,1,6,3,3,0,1168,241,241,0,True,False,Tuesday,April,2,2019,16,Afternoon,False,47,7,
True,TRUE,Fixes #4571. About memory leak when using FeaturizeText. (#4576),The commit addresses a specific issue identified by an existing ticket,2b5bd21446ec865b645f671ae5b7cffd9b337993,mlnet,290e0695b22cf9c6f49fcd222b10553b5a19a63a,,False,132,2019-12-18 12:15:03-05:00,7,2019-12-18 17:15:03,2,3,2,1,0,1230,181,184,3,True,False,Wednesday,December,4,2019,12,Morning,False,64,9,
True,TRUE,Add try catch block to skip bad(failing to read) images (#4350),The commit directly addresses a specific known issue #4350,0b20a998d8ac752ac076859d23c32bb1956175d1,mlnet,dfa7a52e14b13a4677d8d5189b787e712ad10516,,False,136,2019-10-28 17:20:17-04:00,7,2019-10-28 21:20:17,1,2,2,0,0,3412,99,116,17,False,False,Monday,October,4,2019,17,Afternoon,False,63,11,
True,TRUE,Exclude files not authored by ML.NET from code coverage (#2290),Intended to improve testing accuracy for ML.NET-specific code,9938fdc88218cb6c5bb9db678fad40efacb9a5dd,mlnet,a0deda020213d8d19a60d76bf8d4cbf1e1b680d8,,False,25,2019-01-29 00:20:07-05:00,7,2019-01-29 05:20:07,1,1,1,0,0,50,2,2,0,False,False,Tuesday,January,1,2019,0,,False,63,10,
True,FALSE,SchemaShape.Column metadata is now SchemaShape not string array (#845),The commit addresses an issue in the code's schema design,985b5c1f3190374deeffa4388ab3e177e454f058,mlnet,227d02af22daf7c8df5c17fa7d82b667a6a366dd,,False,15,2018-09-06 23:37:28-04:00,7,2018-09-07 03:37:28,1,13,13,0,0,5987,32,132,100,False,False,Thursday,September,3,2018,23,Evening,False,70,9,
True,FALSE,Move entrypoints from Microsoft.ML.Legacy to Microsoft.ML.Entrypoints. (#1859),This change suggests a refactoring related to potential issues in the legacy code structure,104d4b224a3955013d0da334f2efc87f5b8581ff,mlnet,a01cacada95235318d42762def0153ada62ff3cd,,False,58,2018-12-14 17:14:39-05:00,7,2018-12-14 22:14:39,1,26,22,4,0,3640,55,65,10,True,False,Friday,December,4,2018,17,Afternoon,False,78,7,
True,TRUE,Support back compat for ngram hash (#1988),Addressing compatibility issues typically indicates fixing past bugs,a9f3b4c61eed64a836dcd24f20b360f998f7f70c,mlnet,ab7b486c4d37dd215b8e1fac5341d6f36a23704e,,False,26,2019-01-02 01:12:39-05:00,15,2019-01-02 06:12:39,1,3,2,1,0,3759,89,100,11,True,False,Wednesday,January,1,2019,1,Night,False,42,7,
True,TRUE,Fixes cases of invalid image folder path and input column name (#4691),Directly addresses reported issue #4691 with a solution,7fd93e676b9bf335224d17e73205e2dcadad24af,mlnet,74917b9e202770778ceaeb2063e1087eb0655747,,False,138,2020-01-30 13:58:46-05:00,7,2020-01-30 18:58:46,1,1,1,0,0,440,2,6,4,False,False,Thursday,January,1,2020,13,Afternoon,False,70,12,
True,FALSE,Use interface IProgress instead of Progress in AutoML ExperimentBase (#6055),Adjusting interfaces for compatibility may address a known issue,e25dce78ec870d1a23689af566cb390e2cbb03ee,mlnet,aae9e899f508e09249ec0deb1f2e04aafbbaf083,,False,189,2022-02-03 04:05:04-05:00,7,2022-02-03 09:05:04,1,1,1,0,0,378,0,1,1,False,False,Thursday,February,1,2022,4,Night,False,76,10,
True,TRUE,"Updated AucAggregator.cs ComputeWeightedAuc method to fix spelling issue of ""defined"" in message (#3613)",The commit addresses a specific bug concern by correcting a spelling error that likely affects code understanding and functionality.,1a1a62ad3d582e1ab99fe900c73b908da94af647,mlnet,056c60479304a3b5dbdf129c9bc6e853322bb090,,False,114,2019-04-29 18:14:19-04:00,25,2019-04-29 22:14:19,1,1,1,0,0,569,0,2,2,False,False,Monday,April,2,2019,18,Afternoon,False,104,13,
True,FALSE,Convert CharTokenize to estimator (#1294),The commit title suggests an issue was addressed,586533cb80d7e0ea18c02f2e510e1a5cc0e27f41,mlnet,9a47f1acc5e7b1aeab26f622685231fc8730db90,,False,26,2018-10-23 01:24:51-04:00,7,2018-10-23 05:24:51,1,8,7,1,0,3218,120,465,345,True,False,Tuesday,October,4,2018,1,Night,False,41,5,
True,TRUE,Fix bug with order of pixels in the Interleave=true case (#2130),The commit message directly references fixing a specific known issue (bug) and provides an identifier.,428a51d68a4698e44a470a8facd647a6cef07bcf,mlnet,0f63dd76a5992624bc91517280dedafd1eb0883f,,False,22,2019-01-14 13:10:08-05:00,7,2019-01-14 18:10:08,1,2,2,0,0,1124,0,4,4,False,False,Monday,January,1,2019,13,Afternoon,False,64,11,
True,FALSE,Image Classification Sample cleanup (#4380),The commit title suggests addressing a problem in the image classification process.,0b9308e11b2d8e385339aa866a0aaf60f4fc54b2,mlnet,ab1dc2531c03193fd3d29238bc3878cfc398cbf2,,False,136,2019-11-06 22:03:52-05:00,25,2019-11-07 03:03:52,1,4,4,0,0,1430,58,464,406,False,False,Wednesday,November,4,2019,22,Evening,False,43,5,
True,TRUE,Lockdown Microsoft.ML.Onnx public surface (#2625),The commit is related to ML Onnx and could potentially fix known issues with the lockdown feature or interface.,685b0648cf0ce13548269874165d42fa5baf9e9e,mlnet,054b8bc00c85c0178eb3ec9e74fdf311c9de20fd,,False,25,2019-02-19 20:05:22-05:00,7,2019-02-20 01:05:22,1,55,55,0,0,38032,17,3997,3980,False,False,Tuesday,February,1,2019,20,Evening,False,49,5,
True,TRUE,Fixes #3992 and corner case of inputColumnNames on FeaturizeText (#4211),Specific commit issued fix for known issues,edfd10f131abe97a7f7bb25c0070843a67b8b660,mlnet,862ae842104ab25ea8f628438339fe0dce251866,,False,132,2019-09-19 12:25:30-04:00,7,2019-09-19 16:25:30,2,2,2,0,0,1394,92,94,2,False,False,Thursday,September,3,2019,12,Morning,False,72,10,
True,FALSE,Test for Metadata Support In DataView Construction (#1836),The commit title indicates testing or fixing a specific issue,e2e1aa8a2b43aa0b5ea5d8b3851b6a0d175f7916,mlnet,74e3d1c3d02433a4b3e1049470cc3fd33bfb411d,,False,51,2018-12-11 14:48:59-05:00,7,2018-12-11 19:48:59,1,2,2,0,0,1301,82,83,1,False,False,Tuesday,December,4,2018,14,Afternoon,False,58,8,
True,TRUE,Issue 4120 (#4297),The issue reference typically indicates a known problem,60fea0305a0ad42b6ced496786e7f6602d11ad46,mlnet,ffc9e9b407941522e6c55dbf698a64668feaa860,,False,135,2019-10-04 19:40:11-04:00,7,2019-10-04 23:40:11,1,1,1,0,0,105,2,4,2,False,False,Friday,October,4,2019,19,Evening,False,18,3,
True,FALSE,Return distinct array of ParameterSet when ProposeSweep is called (#368),"The commit addresses an issue related to the functionality by ensuring uniqueness in return values, likely a bug",7f8caf7e08ab23b5b2117fb788af4a846276eb36,mlnet,fc7286c7d9aa9218c4c8da3357b1c58361c7e8f5,,False,41,2018-06-19 12:36:30-04:00,15,2018-06-19 16:36:30,1,5,3,2,0,861,93,97,4,True,False,Tuesday,June,2,2018,12,Morning,False,72,10,
True,TRUE,Add missing implementation for datetime relevant arrow type into dataframe (#6675),Resolved issue in DataFrame related to date and time handling,443ceb936ef71f52f255562c084e340cba5f1d4d,mlnet,4c799ab1c881de54328fdafbfcfc5352bd727e89,,False,212,2023-07-06 15:15:46-04:00,7,2023-07-06 19:15:46,1,7,7,0,0,4331,29,60,31,False,False,Thursday,July,3,2023,15,Afternoon,False,82,11,
True,TRUE,Changed all MLContext creation to include a fixed seed (#4736),Fixed seed can address reproducibility issues in machine learning models.,24c827416d23a6a74f16f71ec9123ca15e0e12fd,mlnet,69b55d2c5852112184b66f27d36d3748f05a32e9,,False,118,2020-01-30 19:20:21-05:00,7,2020-01-31 00:20:21,1,49,49,0,0,20312,0,149,149,False,False,Thursday,January,1,2020,19,Evening,False,62,10,
True,TRUE,Modified Tensorflow ImageClassification tests to make them faster (#4447),Efficiency improvements often imply bug fixes or handling edge cases in testing,b4c845b1fc6d9c523db45a1bf592cb6b864f73f3,mlnet,d9584cf0617bcb9001b897aeada89ca526bcfbbc,,False,126,2019-12-02 19:25:55-05:00,7,2019-12-03 00:25:55,1,1,1,0,0,1902,0,104,104,False,False,Monday,December,4,2019,19,Evening,False,73,9,
True,TRUE,Fix some SDCA documentation issues (#3533),Specifically states fixing existing problems in documentation,5d9e88083a21163258bbeb45597a5f1a95039bc8,mlnet,356b3a4092f56a604e33c2e1276566138c8ad1e7,,False,22,2019-04-24 14:17:45-04:00,7,2019-04-24 18:17:45,1,4,4,0,0,2558,5,11,6,False,False,Wednesday,April,2,2019,14,Afternoon,False,42,6,
